Kabupaten/Kota,Tahun,Garis Kemiskinan,Indeks Pembangunan Manusia,Jumlah Penduduk Miskin,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Pengeluaran Perkapita Bahan Makanan Lainnya,Pengeluaran Perkapita Bahan Minuman,Pengeluaran Perkapita Buah-Buahan,Pengeluaran Perkapita Daging,Pengeluaran Perkapita Kacang-Kacangan,Pengeluaran Perkapita Bahan Minyak dan Kelapa,Pengeluaran Perkapita Padi-Padian,Pengeluaran Perkapita Rokok dan Tembakau,Pengeluaran Perkapita Telur dan Susu,Pengeluaran Perkapita Umbi-Umbian,Persentase Penduduk Miskin,Prevalensi Konsumsi Pangan Tidak Cukup,Rata-rata Lama Sekolah_Laki-laki,Rata-rata Lama Sekolah_Perempuan,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Rasio Tenaga Kesehatan,Angka Harapan Hidup,Stunting (%),Kelompok IKP
Donggala,2020,360483.0,65.56,53.17,3.01,0.79,1703.15,4149.8,7487.0,1763.15,1622.59,3120.7,18703.13,17738.46,4032.49,1050.92,17.39,10.41,8.49,7.63,0.74,18.4,41.68,4.99,51.02,4.73,66.85,0.0,5
Donggala,2021,369784.0,65.72,51.23,2.76,0.7,2091.85,4134.32,4032.0,1697.63,1703.55,3312.05,20395.07,19244.69,4565.78,1208.86,16.73,9.96,8.5,7.69,0.66,17.39,26.5,1.78,40.06,4.54,67.33,0.0,5
Donggala,2022,395028.0,66.25,50.22,2.82,0.72,2066.67,4280.51,3527.45,1863.2,1735.43,4458.28,21508.45,19273.67,4562.28,1358.28,16.3,14.81,8.5,7.73,0.78,16.73,20.27,3.25,30.88,4.38,67.5,29.5,5
Donggala,2023,421493.0,66.95,50.37,2.65,0.63,2163.7,4220.5,4194.69,1485.99,1911.81,3825.01,25586.36,18759.95,4510.25,1684.48,16.25,11.36,8.51,7.74,0.87,16.3,31.02,3.02,47.32,22.75,67.61,51.5,5
Donggala,2024,438396.0,67.45,47.68,3.0,0.75,1988.0,4420.0,7628.0,3811.0,2072.0,3614.0,26952.0,21891.0,4592.0,1357.0,15.3,10.82,8.52,7.86,0.86,16.25,24.07,3.42,39.7,4.74,67.86,34.1,5
Empat Lawang,2018,306546.0,64.81,30.2,1.73,0.39,2098.96,4714.75,4394.0,3084.51,1519.39,3228.87,21793.07,14512.17,4465.91,934.03,12.25,13.41,8.04,7.21,0.47,12.44,49.36,3.9,60.75,6.34,64.32,27.7,5
Empat Lawang,2019,315699.0,65.1,30.68,1.87,0.46,2192.88,4484.79,3047.0,2592.52,1319.71,2812.22,17782.06,14002.53,4179.91,795.99,12.3,13.67,8.05,7.22,0.8,12.25,42.9,4.15,73.97,3.81,64.56,36.02,4
Empat Lawang,2020,341007.0,65.25,31.89,1.89,0.49,2167.49,4933.87,5077.0,2853.74,1459.67,3237.74,15861.73,16069.13,6054.24,777.87,12.63,14.55,8.11,7.45,0.72,12.3,52.37,5.1,80.42,2.8,64.81,0.0,4
Empat Lawang,2021,360378.0,65.39,34.11,1.84,0.42,2469.39,4941.28,3436.0,3397.15,1995.93,3131.35,16523.76,17437.4,4662.95,1143.33,13.35,10.15,8.15,7.49,0.79,12.63,40.86,4.23,80.2,2.89,65.08,0.0,4
Empat Lawang,2022,384199.0,66.0,31.06,1.98,0.52,2678.68,5079.14,4333.72,4500.99,1882.75,4694.78,14730.96,19481.01,4279.0,1111.2,12.03,11.49,8.16,7.5,1.14,13.35,44.05,4.85,72.25,2.71,65.13,26.0,4
Empat Lawang,2023,411191.0,66.68,30.78,1.15,0.19,3075.29,5855.91,4964.73,5610.08,2439.86,4286.9,18643.94,22135.52,5070.69,1464.14,11.8,12.35,8.17,7.51,1.3,12.03,23.04,0.25,68.72,4.52,65.45,16.7,5
Empat Lawang,2024,421747.0,67.25,28.42,1.51,0.32,3148.0,5825.0,9186.0,5176.0,1961.0,3381.0,20743.0,19590.0,4705.0,1008.0,10.78,13.91,8.19,7.53,1.12,11.8,36.44,0.32,71.69,2.38,65.73,32.6,4
Ende,2018,358986.0,66.62,66.01,5.47,1.68,1328.14,3418.12,3311.0,2901.74,1609.66,2999.3,25462.26,10312.95,4138.54,2764.2,24.2,11.37,8.33,7.37,1.61,23.95,58.6,5.23,43.24,2.42,64.48,34.1,4
Ende,2019,363508.0,67.2,63.45,4.22,1.11,996.17,3115.4,2925.0,2718.37,1199.72,2956.99,24820.88,8417.75,4615.93,2154.09,23.18,15.28,8.34,7.38,1.37,24.2,49.21,6.75,16.4,3.26,64.75,32.77,5
Ende,2020,392591.0,67.04,65.22,4.54,1.19,1209.45,3725.7,3545.0,3352.33,1446.68,2981.33,28541.47,10832.14,5568.03,2284.12,23.76,12.73,8.35,7.53,1.32,23.18,51.55,1.98,13.53,3.1,65.17,35.76,5
Ende,2021,428328.0,67.3,66.38,6.39,2.15,1611.41,3944.06,3718.0,3745.7,1772.11,3188.47,27754.31,11089.3,5031.63,3090.39,24.13,9.56,8.49,7.8,1.06,23.76,43.48,5.1,15.99,3.1,65.29,0.0,5
Ende,2022,473403.0,67.97,63.4,4.8,1.51,1777.79,4595.08,4291.44,5161.92,1947.06,4332.77,27214.92,14908.31,5289.27,4095.9,23.0,10.99,8.5,8.02,1.25,24.13,32.55,1.56,18.1,1.26,65.43,27.2,5
Ende,2023,518939.0,68.63,63.1,3.59,0.96,1864.77,4557.65,4843.16,4020.33,1966.64,4427.08,35924.71,14780.72,4774.95,3823.05,22.86,13.1,8.61,8.03,0.83,23.0,33.26,0.89,20.17,1.77,65.76,30.0,5
Ende,2024,528259.0,69.11,62.37,4.44,1.18,1579.0,4833.0,4485.0,4665.0,1403.0,3639.0,34831.0,15737.0,4953.0,2698.0,22.57,12.75,8.62,8.13,1.21,22.86,23.22,0.38,21.14,1.11,66.12,27.5,5
Enrekang,2018,312674.0,72.15,25.53,1.84,0.42,1690.26,4087.48,4144.0,2730.42,2675.86,2201.63,16669.91,11283.13,6200.12,1109.29,12.49,8.1,9.0,8.3,0.79,13.16,32.23,0.0,56.15,2.88,70.38,45.9,5
Enrekang,2019,331667.0,72.66,25.4,1.7,0.38,1440.03,3533.39,7890.0,1630.27,2268.02,1908.0,15959.55,13177.21,5347.09,1024.44,12.33,11.2,9.25,8.31,0.33,12.49,25.33,1.03,46.34,2.72,70.55,42.65,6
Enrekang,2020,338731.0,72.76,25.25,1.61,0.34,1711.49,3966.32,9406.0,3189.13,3124.58,2428.81,18066.47,12455.47,7537.61,1165.58,12.17,10.96,9.26,8.42,0.31,12.33,28.54,0.89,34.84,3.48,70.83,43.71,6
Enrekang,2021,352147.0,72.91,26.13,1.35,0.24,2455.76,4332.39,3572.0,3402.9,3588.01,2778.55,18736.31,13891.89,7046.32,1314.22,12.47,7.85,9.28,8.42,0.38,12.17,46.36,0.67,28.91,1.57,70.91,0.0,6
Enrekang,2022,371669.0,73.39,26.15,1.97,0.49,2179.87,4137.51,4584.5,2890.12,3369.0,3669.45,16591.24,14652.97,6021.59,1183.92,12.39,11.32,9.29,8.69,0.56,12.47,36.94,0.7,32.66,1.24,70.93,31.9,6
Enrekang,2023,408198.0,73.89,26.97,1.96,0.43,2291.88,4649.55,7862.17,4250.44,3513.78,4291.91,19086.34,17039.26,8139.63,1375.27,12.69,7.48,9.3,8.7,0.54,12.39,25.92,0.18,28.71,13.08,71.17,35.1,6
Enrekang,2024,427556.0,74.61,24.06,1.89,0.44,2543.0,4038.0,16801.0,4317.0,4420.0,3962.0,24834.0,19234.0,7425.0,1464.0,11.25,4.94,9.31,8.87,0.7,12.69,26.02,0.25,26.74,1.23,71.34,34.9,6
Fakfak,2018,498184.0,66.99,18.73,6.32,2.43,2114.04,4631.72,15317.0,2336.78,1878.09,3770.55,17444.45,17280.76,7167.93,3329.92,24.31,24.46,10.33,7.63,5.0,25.96,57.36,4.68,34.79,100.0,67.95,31.3,1
Fakfak,2019,544783.0,67.87,18.22,4.87,1.4,2053.18,5610.18,11074.0,3532.86,2203.2,4081.6,17508.26,26302.9,9160.23,2774.32,23.25,19.92,10.34,7.83,5.0,24.31,32.73,1.87,30.05,29.36,68.12,18.01,2
Fakfak,2020,578510.0,68.36,17.72,5.87,1.95,2148.49,5797.88,23574.0,5657.8,2419.22,4735.31,18595.14,19229.68,10330.93,4468.87,22.27,20.7,10.69,8.03,5.0,23.25,26.58,9.05,38.86,32.5,68.41,32.91,2
Fakfak,2021,596406.0,68.52,18.51,6.11,2.12,2878.97,7261.39,6544.0,5576.73,1998.02,5164.82,19706.78,28195.92,9986.46,6551.92,22.86,20.43,10.79,8.22,5.0,22.27,32.72,3.53,43.55,21.57,68.47,0.0,2
Fakfak,2022,628418.0,69.12,18.13,5.33,1.92,3433.8,7364.65,12767.31,6041.46,2497.21,5974.26,20237.23,28376.81,9130.7,7097.43,22.06,20.23,10.8,8.48,5.0,22.86,17.28,4.48,44.3,16.05,68.5,26.0,2
Fakfak,2023,671021.0,69.72,17.84,4.92,1.62,3142.75,6034.04,10235.22,3851.64,2010.5,4406.61,18810.77,32061.12,8270.25,4977.82,21.38,24.29,10.81,8.69,5.0,22.06,18.81,0.66,51.17,0.07,68.75,27.1,2
Fakfak,2024,725257.0,70.39,17.67,4.6,1.35,2978.0,6377.0,15995.0,5615.0,2172.0,5311.0,23121.0,34753.0,8967.0,4628.0,20.86,20.76,10.83,8.91,5.0,21.38,9.95,2.65,50.37,10.15,69.02,30.5,2
Flores Timur,2018,281757.0,63.55,27.99,1.21,0.24,1094.46,3716.6,1882.0,1458.82,726.87,2834.18,25782.35,10565.05,3457.47,970.59,11.05,17.43,7.94,6.82,1.23,10.75,54.88,2.36,46.27,2.6,64.45,29.9,5
Flores Timur,2019,279268.0,64.34,27.83,1.16,0.18,951.84,4156.3,2556.0,3148.98,1121.95,3306.15,28114.58,12847.53,3441.69,770.52,10.9,15.7,8.27,7.04,0.97,11.05,39.92,8.11,11.04,2.14,64.7,46.53,5
Flores Timur,2020,301611.0,64.22,27.89,1.61,0.4,1070.01,4426.26,2937.0,2174.01,1051.91,3186.7,27269.28,12412.86,3850.25,546.77,10.84,15.83,8.28,7.05,1.45,10.9,56.9,3.73,28.84,2.4,65.1,36.28,5
Flores Timur,2021,329340.0,64.22,28.9,1.32,0.23,1305.72,4278.66,2572.0,2255.16,1247.3,2949.45,25794.97,12302.68,3611.49,696.87,11.14,16.21,8.29,7.06,1.28,10.84,42.72,1.05,21.4,1.22,65.2,0.0,5
Flores Timur,2022,364117.0,64.93,28.08,1.54,0.39,1567.55,4734.3,3611.13,3097.57,1300.23,4246.37,29804.63,15735.24,4529.96,1415.08,10.75,15.71,8.31,7.37,1.16,11.14,39.35,2.04,30.18,1.15,65.31,23.4,5
Flores Timur,2023,405486.0,65.79,30.93,1.74,0.37,1708.8,4882.42,3688.43,2505.32,1470.85,3797.71,34387.94,15044.7,4297.74,1478.43,11.77,19.53,8.66,7.51,1.26,10.75,30.61,1.83,29.13,1.45,65.62,26.5,5
Flores Timur,2024,412744.0,66.29,29.74,1.38,0.25,1670.0,4962.0,4450.0,1925.0,1128.0,3924.0,35608.0,13394.0,4528.0,925.0,11.25,13.45,8.67,7.57,2.11,11.77,25.8,1.52,27.31,1.05,65.96,37.2,5
Garut,2018,282683.0,65.42,241.31,1.49,0.37,3113.97,4301.18,5026.0,5800.65,3024.18,3356.3,17602.13,20534.25,5828.78,1082.79,9.27,3.87,7.87,7.03,0.45,11.27,55.51,0.11,57.97,0.96,70.84,43.1,5
Garut,2019,301202.0,66.22,235.19,0.87,0.16,3223.59,4002.49,3751.0,5370.96,2609.13,2832.59,17509.24,20934.57,5564.28,946.41,8.98,4.42,7.88,7.05,0.47,9.27,58.77,0.11,42.71,0.87,71.03,34.64,6
Garut,2020,310437.0,66.12,262.78,0.97,0.15,2515.96,4941.67,4137.0,6475.44,3375.84,3455.39,17596.92,20169.27,6957.3,1050.71,9.98,4.06,7.89,7.09,0.48,8.98,59.66,0.0,49.33,0.81,71.22,27.03,6
Garut,2021,320050.0,66.45,281.36,1.4,0.29,2770.59,4501.43,3611.0,6136.67,3126.44,3531.56,18867.6,19376.91,5635.4,1429.66,10.65,5.0,7.9,7.1,0.47,9.98,57.71,0.05,47.28,0.75,71.41,0.0,6
Garut,2022,335134.0,67.41,276.67,1.81,0.45,3241.83,4810.0,4611.47,7294.01,2884.9,3923.75,17943.2,20914.05,6124.05,1427.8,10.42,7.74,8.13,7.41,0.49,10.65,58.49,0.11,51.46,0.61,71.59,35.2,5
Garut,2023,367681.0,68.11,260.48,1.17,0.23,3618.83,5044.08,5279.32,6934.11,3472.24,3623.65,19451.91,22598.54,6998.46,1734.13,9.77,5.76,8.14,7.49,0.5,10.42,51.21,0.0,48.49,0.41,71.85,23.5,6
Garut,2024,393464.0,68.79,259.32,1.41,0.29,3860.0,5472.0,6602.0,7674.0,3531.0,3606.0,24192.0,24589.0,7354.0,1437.0,9.68,5.02,8.19,7.5,0.51,9.77,45.4,0.0,46.6,0.63,72.07,24.1,6
Gayo Lues,2018,368583.0,65.88,19.09,3.61,0.95,1923.62,5388.48,5998.0,8041.39,1493.1,3900.08,23180.87,19087.3,6397.22,1375.48,20.7,7.75,8.61,6.88,0.4,21.97,49.88,0.7,43.78,7.99,64.98,38.5,5
Gayo Lues,2019,387893.0,66.87,18.63,3.95,1.18,2196.89,6685.57,9219.0,10866.68,1880.17,4301.81,25216.49,23283.15,6904.71,1668.55,19.87,5.88,8.79,7.15,0.44,20.7,26.8,0.62,27.56,6.57,65.12,44.4,5
Gayo Lues,2020,425529.0,67.22,18.42,2.44,0.66,2043.94,6648.21,7678.0,8552.15,1736.5,4391.22,24348.07,19913.72,7123.21,1557.82,19.32,6.97,9.04,7.45,0.52,19.87,36.15,0.7,28.07,8.25,65.38,29.16,5
Gayo Lues,2021,438689.0,67.56,18.61,2.76,0.59,2587.43,7257.12,9139.0,14284.47,2002.71,5197.61,26973.11,19915.68,7099.33,2419.62,19.64,3.18,9.21,7.7,0.44,19.32,41.56,1.53,31.78,9.14,65.47,0.0,5
Gayo Lues,2022,470221.0,68.25,18.09,2.67,0.63,2572.1,7590.07,7629.51,13301.81,1973.6,5382.19,28381.89,21901.07,5866.38,2104.71,18.87,8.27,9.22,7.71,0.64,19.64,39.67,0.0,24.93,9.9,65.53,42.9,5
Gayo Lues,2023,514836.0,68.93,18.24,3.13,0.85,2375.37,6533.55,8835.76,9659.93,1953.77,4117.55,28785.46,21685.94,6390.25,2016.11,18.82,9.18,9.23,7.72,0.53,18.87,38.01,0.13,23.98,6.44,65.77,34.6,5
Gayo Lues,2024,557201.0,69.83,17.93,2.76,0.63,2720.0,7336.0,8731.0,9550.0,2239.0,4820.0,33304.0,28080.0,6687.0,2201.0,18.3,7.97,9.25,7.81,0.66,18.82,44.75,0.18,20.48,6.33,65.92,15.4,6
Gianyar,2018,378561.0,76.71,21.26,0.43,0.08,1299.03,2814.6,7866.0,5519.83,2333.23,2507.65,17140.02,8286.78,5874.33,512.67,4.19,1.56,9.76,8.13,0.81,4.46,1.38,0.0,23.05,0.19,73.06,22.5,6
Gianyar,2019,382380.0,77.14,19.85,0.27,0.03,1596.14,2832.73,7425.0,9872.66,2734.91,2661.48,16619.52,9455.42,6590.33,779.33,3.88,1.21,9.77,8.16,0.81,4.19,2.29,0.0,8.92,0.19,73.26,12.08,6
Gianyar,2020,400079.0,77.36,21.01,0.57,0.11,1749.36,3554.8,11413.0,12367.68,2433.93,2958.19,19514.8,9386.67,7903.55,1033.72,4.08,2.03,9.78,8.34,0.93,3.88,2.62,0.0,5.67,0.22,73.56,6.42,6
Gianyar,2021,407945.0,77.7,25.36,0.51,0.09,2710.19,3569.29,9261.0,11680.19,3204.38,3790.32,21821.29,9605.42,7674.85,1614.35,4.85,3.92,9.98,8.61,1.01,4.08,9.05,0.0,3.21,0.16,73.68,0.0,6
Gianyar,2022,434163.0,78.39,24.74,0.69,0.21,2369.32,3655.6,9971.36,8978.44,3442.61,4586.26,20050.25,10579.84,7748.64,927.29,4.7,3.89,10.28,8.86,0.8,4.85,4.37,0.0,6.98,0.14,73.78,5.1,6
Gianyar,2023,468307.0,79.24,23.76,0.42,0.06,2374.87,3828.91,8778.08,10367.54,3994.31,3820.57,22873.66,12050.58,8001.83,1141.7,4.47,1.66,10.38,9.19,0.75,4.7,0.69,0.0,8.23,2.91,74.13,16.1,6
Gianyar,2024,500797.0,79.82,21.45,0.49,0.09,2621.0,4243.0,14206.0,19824.0,3632.0,4063.0,26953.0,12599.0,8928.0,1489.0,4.0,1.0,10.44,9.2,0.79,4.47,1.25,0.0,5.08,0.13,74.52,6.3,6
Gorontalo,2018,409179.0,65.78,74.69,2.67,0.52,1132.81,2680.97,3023.0,2383.59,1303.05,2481.17,13587.99,10968.65,3725.03,817.7,19.84,13.43,6.32,7.07,0.69,17.65,21.77,4.15,48.37,1.99,66.69,32.4,5
Gorontalo,2019,425827.0,66.69,68.31,3.27,0.79,1145.57,2500.22,4527.0,2716.49,1302.96,2221.1,14779.2,14246.56,4198.87,625.01,18.06,8.16,6.6,7.33,0.29,16.81,14.01,4.75,28.64,1.38,67.45,34.59,6
Gorontalo,2020,475102.0,66.92,66.73,3.95,1.17,1298.01,2767.3,6013.0,1982.97,1472.7,2402.69,15760.39,11625.42,4970.46,875.79,17.56,10.74,6.66,7.35,0.26,18.06,10.83,0.7,22.67,1.58,67.45,37.25,6
Gorontalo,2021,502964.0,67.34,67.21,4.43,1.41,1639.69,3495.45,4324.0,3300.21,1926.7,3512.27,16244.86,15000.44,6028.03,1471.03,17.89,14.97,6.79,7.53,0.44,17.56,7.24,1.05,21.0,1.29,67.58,0.0,6
Gorontalo,2022,531294.0,68.28,66.64,3.51,1.01,1844.45,3286.82,4490.43,3422.48,1970.56,4714.12,17758.55,14848.97,4973.9,1108.08,17.71,19.01,7.09,7.92,0.45,17.89,11.49,1.22,20.79,1.19,67.69,28.3,6
Gorontalo,2023,568430.0,69.09,65.88,3.97,1.23,1758.46,3293.27,5590.88,3366.85,1868.66,4713.78,19458.3,20332.36,6768.44,1098.48,17.48,14.97,7.28,8.09,0.39,17.71,29.08,2.27,17.8,0.32,67.89,26.0,6
Gorontalo,2024,605743.0,69.66,61.91,3.41,0.89,1613.0,3579.0,5937.0,3158.0,1997.0,4687.0,23741.0,17966.0,5618.0,907.0,16.43,18.12,7.88,8.7,0.43,17.48,33.79,1.45,16.35,1.06,68.09,34.7,6
Gorontalo Utara,2018,267806.0,64.06,21.09,3.51,0.93,1104.45,3075.63,1560.0,1242.56,758.45,2562.9,15614.22,12992.35,3738.08,376.31,18.54,16.47,6.47,7.04,0.44,19.23,36.66,3.84,39.2,4.22,65.12,27.4,5
Gorontalo Utara,2019,278746.0,64.52,19.46,2.24,0.45,1208.6,2948.94,4534.0,1319.02,948.04,2583.93,14858.97,12276.97,3301.4,476.51,16.95,11.17,6.49,7.13,0.24,18.54,20.86,3.03,25.45,3.77,65.36,33.34,6
Gorontalo Utara,2020,311200.0,64.86,19.56,2.09,0.44,1234.21,3409.43,5006.0,1869.76,1004.06,2826.87,15731.39,14413.07,5092.17,642.23,16.88,14.06,6.79,7.42,0.16,16.95,20.3,4.83,22.65,2.86,65.79,0.0,6
Gorontalo Utara,2021,327531.0,65.21,19.34,2.32,0.49,1679.35,4463.91,3267.0,2404.74,1369.57,4340.35,17790.05,16274.67,4274.32,1325.17,17.23,15.77,6.94,7.43,0.17,16.88,18.41,1.94,19.09,2.8,65.87,0.0,6
Gorontalo Utara,2022,346557.0,66.01,19.38,3.15,0.78,2088.95,4184.99,4655.05,2841.81,1245.49,5228.84,19010.61,17652.83,5256.86,908.84,17.24,22.84,6.95,7.44,0.21,17.23,13.17,1.24,19.75,2.69,65.93,29.5,6
Gorontalo Utara,2023,371302.0,66.61,19.17,2.69,0.59,2211.33,4642.8,5477.63,3473.82,1939.56,5675.88,23285.49,23260.32,4585.15,1375.23,17.03,18.9,6.96,7.47,0.28,17.24,38.83,0.62,19.21,0.27,66.3,11.7,6
Gorontalo Utara,2024,387535.0,67.46,18.99,3.41,1.02,1969.0,4209.0,7519.0,2878.0,1691.0,5023.0,26240.0,23667.0,5491.0,724.0,16.86,20.52,7.19,7.7,0.31,17.03,50.67,0.6,13.44,2.24,66.67,30.5,6
Gowa,2018,365503.0,68.87,59.34,1.25,0.31,2397.36,3536.4,6110.0,2325.75,1555.69,2477.18,15366.1,14214.63,5938.5,841.31,7.83,6.02,7.96,7.56,0.34,8.42,33.3,0.4,30.64,2.5,69.95,36.8,6
Gowa,2019,385820.0,69.66,57.99,0.92,0.17,2335.42,3119.36,5981.0,2664.02,1485.06,2029.38,13624.03,16279.47,5135.7,865.02,7.53,7.81,8.31,7.68,0.24,7.83,17.29,0.65,22.78,2.5,70.11,44.45,6
Gowa,2020,390917.0,70.14,57.68,1.18,0.3,2422.35,4132.91,7009.0,3402.54,2020.63,2686.13,17228.22,15325.05,7071.58,1088.63,7.38,7.81,8.55,7.84,0.33,7.53,17.18,0.38,19.61,2.1,70.37,36.94,6
Gowa,2021,408435.0,70.29,58.66,1.38,0.36,2517.89,4104.1,4774.0,3513.41,2087.03,3362.93,16731.43,17487.49,7778.96,1455.68,7.54,7.7,8.56,7.85,0.29,7.38,29.52,0.38,28.38,1.28,70.43,0.0,6
Gowa,2022,429222.0,70.99,57.96,1.13,0.32,2669.96,4068.74,5705.33,3321.51,1669.95,3906.71,15809.24,18415.1,7456.58,1134.86,7.36,11.5,8.6,8.08,0.3,7.54,26.76,0.59,33.43,1.31,70.45,33.0,6
Gowa,2023,456719.0,71.57,59.1,0.72,0.12,2727.45,4230.07,6177.75,3921.76,2104.23,3468.72,17861.51,18680.62,6894.48,1343.87,7.42,8.42,8.61,8.25,0.32,7.36,24.81,0.11,22.15,36.07,70.7,25.6,6
Gowa,2024,475305.0,72.26,55.13,0.67,0.11,2962.0,4310.0,10935.0,4558.0,2360.0,3482.0,20337.0,23362.0,7230.0,1247.0,6.85,6.44,8.62,8.44,0.32,7.42,18.94,0.0,20.29,0.74,70.89,21.1,6
Gresik,2018,438704.0,75.28,154.02,1.79,0.45,2355.5,3212.34,7232.0,6518.01,3438.1,2788.76,14436.31,17741.61,8493.61,766.43,11.89,2.85,9.5,8.5,0.77,12.8,26.52,0.0,8.6,0.45,72.36,19.8,6
Gresik,2019,466154.0,76.1,148.61,2.21,0.61,1944.0,3163.48,6105.0,6931.29,3348.71,3030.91,13638.5,15525.39,7094.01,805.17,11.35,3.23,9.74,8.87,0.6,11.89,22.75,0.09,2.21,0.4,72.46,27.16,6
Gresik,2020,492628.0,76.11,164.05,2.51,0.8,2086.56,3382.71,7476.0,6403.09,3137.48,2958.65,13772.71,16796.18,7671.87,887.63,12.4,4.43,9.83,8.88,0.56,11.35,16.37,0.0,1.22,0.44,72.61,0.0,6
Gresik,2021,505499.0,76.5,166.35,2.15,0.61,3143.08,4111.01,8278.0,8469.48,3690.25,3618.4,14641.88,18294.58,9819.0,1238.38,12.42,4.59,9.94,9.16,0.5,12.4,9.02,0.0,1.05,0.35,72.66,0.0,6
Gresik,2022,536544.0,77.16,149.64,2.17,0.89,2786.3,3914.58,8464.55,8781.35,3437.71,5209.51,16005.81,20061.91,8834.78,1276.46,11.06,6.6,10.04,9.46,0.57,12.42,18.54,0.0,2.71,0.26,72.67,23.0,6
Gresik,2023,588316.0,77.98,149.75,1.63,0.38,3361.85,4470.59,9496.53,9496.17,4319.54,4222.09,16254.44,27178.2,10985.05,1671.2,10.96,3.67,10.33,9.72,0.53,11.06,19.21,0.0,1.94,10.45,72.99,44.1,6
Gresik,2024,608828.0,78.45,142.39,1.58,0.33,3416.0,4705.0,11016.0,10514.0,4521.0,4404.0,20469.0,25535.0,11481.0,1526.0,10.32,2.9,10.34,9.78,0.52,10.96,11.86,0.0,0.79,0.27,73.3,15.4,6
Grobogan,2018,366192.0,69.32,168.7,1.67,0.35,2260.96,3359.12,4525.0,3269.58,2887.31,2925.57,11508.53,12114.71,4738.01,472.05,12.31,15.97,7.19,6.14,0.35,13.27,46.12,0.24,21.78,0.78,74.46,37.6,6
Grobogan,2019,375521.0,69.86,161.92,0.9,0.13,2395.61,3459.14,4993.0,3286.57,2730.24,2731.86,13404.88,12940.39,5278.97,458.45,11.77,17.38,7.35,6.34,0.27,12.31,47.37,0.22,14.31,0.67,74.55,39.16,6
Grobogan,2020,395001.0,69.87,172.26,1.17,0.18,2215.84,3963.8,4559.0,3311.09,2896.34,2800.71,13313.13,14984.08,5693.21,587.94,12.46,16.85,7.36,6.5,0.23,11.77,47.98,0.0,18.93,0.85,74.61,29.13,6
Grobogan,2021,404456.0,70.41,175.72,1.66,0.37,2284.94,3797.51,4227.0,3234.51,3201.64,3210.41,13196.41,15365.63,4625.34,675.28,12.74,18.18,7.64,6.51,0.22,12.46,38.63,0.0,9.66,0.64,74.75,0.0,6
Grobogan,2022,428597.0,70.97,163.2,1.95,0.45,2928.15,4176.94,6220.19,4356.6,3717.64,4821.84,14122.76,18539.28,6344.61,973.31,11.8,15.88,7.78,6.76,0.23,12.74,34.16,0.19,10.71,0.57,74.84,9.6,6
Grobogan,2023,464614.0,71.49,162.52,1.48,0.28,3422.22,4463.96,6082.7,4307.7,4292.45,4276.88,15235.6,18316.08,6541.07,1003.03,11.72,13.23,7.88,6.77,0.25,11.8,40.92,0.0,10.64,1.16,74.93,29.4,6
Grobogan,2024,489208.0,72.02,159.0,1.9,0.43,3595.0,4847.0,7285.0,5617.0,4217.0,4338.0,19284.0,22210.0,6896.0,1104.0,11.43,9.91,7.89,6.78,0.29,11.72,38.45,0.0,9.41,0.53,75.04,20.2,6
Gunung Kidul,2018,288748.0,69.24,125.76,3.84,1.16,2174.19,4667.19,5197.0,4382.87,3609.92,3590.96,13533.2,10254.04,5991.79,728.53,17.12,12.02,7.75,6.42,0.19,18.65,50.94,0.15,40.8,1.31,73.82,27.9,6
Gunung Kidul,2019,301125.0,69.96,123.08,2.58,0.53,1860.53,3980.94,4292.0,4196.43,3527.98,3247.21,16376.96,10022.96,5933.02,772.21,16.61,11.73,7.88,6.46,0.21,17.12,34.22,0.16,29.92,1.03,73.92,32.51,6
Gunung Kidul,2020,319851.0,69.98,127.61,2.68,0.63,1769.56,4397.11,4620.0,5519.58,3463.9,4049.4,16174.77,10087.59,6543.94,777.52,17.07,14.52,7.89,6.62,0.2,16.61,43.99,0.0,33.55,1.04,74.03,23.84,6
Gunung Kidul,2021,325907.0,70.16,135.33,2.98,0.76,2147.15,5139.94,5092.0,6739.33,3991.72,4744.37,17079.15,10444.13,6405.26,1253.75,17.69,13.27,7.9,6.88,0.19,17.07,43.31,0.0,30.54,0.94,74.12,0.0,6
Gunung Kidul,2022,350739.0,70.96,122.82,2.63,0.67,2467.88,4695.74,5797.21,6307.13,3840.05,5025.63,15893.1,11349.45,6209.77,1095.56,15.86,22.85,7.92,6.89,0.2,17.69,37.81,0.0,45.34,0.83,74.19,20.6,6
Gunung Kidul,2023,382249.0,71.24,122.24,2.71,0.6,2714.75,5171.8,5862.58,5712.55,4748.46,5212.7,18235.3,13865.48,6310.42,927.87,15.6,14.67,7.93,6.9,0.19,15.86,31.39,0.0,37.55,2.56,74.23,35.3,6
Gunung Kidul,2024,401209.0,71.89,120.41,2.56,0.65,3368.0,6013.0,6372.0,6335.0,4691.0,4377.0,21801.0,14858.0,8518.0,1251.0,15.18,8.84,7.94,7.0,0.16,15.6,16.79,0.0,41.29,0.78,74.24,22.2,6
