Kabupaten/Kota,Tahun,Rata-rata Lama Sekolah_Laki-laki,Rata-rata Lama Sekolah_Perempuan
Purworejo,2020,8.85,7.7
Purworejo,2021,8.86,7.89
Purworejo,2022,8.87,8.0
Purworejo,2023,9.02,8.01
Purworejo,2024,9.23,8.11
Raja Ampat,2018,9.05,7.1
Raja Ampat,2019,9.24,7.22
Raja Ampat,2020,9.34,7.4
Raja Ampat,2021,9.35,7.68
Raja Ampat,2022,9.36,7.84
Raja Ampat,2023,9.38,7.99
Raja Ampat,2024,9.39,8.21
Rejang Lebong,2018,8.38,7.74
Rejang Lebong,2019,8.55,7.98
Rejang Lebong,2020,8.62,7.99
Rejang Lebong,2021,8.66,8.11
Rejang Lebong,2022,8.8,8.39
Rejang Lebong,2023,8.98,8.68
Rejang Lebong,2024,8.99,8.69
Rembang,2018,7.53,6.41
Rembang,2019,7.71,6.61
Rembang,2020,7.72,6.68
Rembang,2021,7.86,6.82
Rembang,2022,7.88,6.94
Rembang,2023,8.19,7.24
Rembang,2024,8.2,7.3
Rokan Hilir,2018,8.44,7.87
Rokan Hilir,2019,8.62,7.88
Rokan Hilir,2020,8.63,7.89
Rokan Hilir,2021,8.67,7.9
Rokan Hilir,2022,8.68,7.92
Rokan Hilir,2023,8.87,8.21
Rokan Hilir,2024,8.88,8.3
Rokan Hulu,2018,8.73,8.06
Rokan Hulu,2019,8.74,8.1
Rokan Hulu,2020,8.75,8.11
Rokan Hulu,2021,8.76,8.4
Rokan Hulu,2022,8.78,8.41
Rokan Hulu,2023,8.93,8.68
Rokan Hulu,2024,9.11,8.76
Rote Ndao,2018,7.53,7.05
Rote Ndao,2019,7.66,7.06
Rote Ndao,2020,7.96,7.43
Rote Ndao,2021,8.24,7.44
Rote Ndao,2022,8.25,7.68
Rote Ndao,2023,8.31,7.69
Rote Ndao,2024,8.32,7.7
Sabu Raijua,2018,5.8,6.22
Sabu Raijua,2019,6.06,6.51
Sabu Raijua,2020,6.34,6.84
Sabu Raijua,2021,6.62,6.85
Sabu Raijua,2022,6.77,6.96
Sabu Raijua,2023,7.08,6.97
Sabu Raijua,2024,7.09,6.98
Sambas,2018,7.33,6.07
Sambas,2019,7.34,6.09
Sambas,2020,7.35,6.1
Sambas,2021,7.36,6.11
Sambas,2022,7.38,6.13
Sambas,2023,7.39,6.14
Sambas,2024,7.4,6.15
Samosir,2018,9.76,8.44
Samosir,2019,9.77,8.46
Samosir,2020,10.05,8.73
Samosir,2021,10.06,8.74
Samosir,2022,10.07,8.76
Samosir,2023,10.08,8.85
Samosir,2024,10.1,9.12
Sampang,2018,5.18,3.64
Sampang,2019,5.29,3.9
Sampang,2020,5.54,4.23
Sampang,2021,5.55,4.39
Sampang,2022,5.56,4.63
Sampang,2023,5.58,4.64
Sampang,2024,5.59,4.65
Sanggau,2018,7.51,6.32
Sanggau,2019,7.52,6.33
Sanggau,2020,7.64,6.65
Sanggau,2021,7.89,6.89
Sanggau,2022,7.91,6.91
Sanggau,2023,7.92,7.14
Sanggau,2024,7.95,7.17
Sarmi,2018,9.21,7.66
Sarmi,2019,9.27,7.67
Sarmi,2020,9.52,8.01
Sarmi,2021,9.67,8.02
Sarmi,2022,9.8,8.49
Sarmi,2023,9.99,8.71
Sarmi,2024,10.0,8.99
Sarolangun,2018,8.23,7.03
Sarolangun,2019,8.36,7.35
Sarolangun,2020,8.47,7.36
Sarolangun,2021,8.61,7.6
Sarolangun,2022,8.62,7.82
Sarolangun,2023,8.64,7.84
Sarolangun,2024,8.65,8.09
Sekadau,2018,7.28,5.99
Sekadau,2019,7.29,6.01
Sekadau,2020,7.6,6.24
Sekadau,2021,7.62,6.26
Sekadau,2022,7.63,6.56
Sekadau,2023,7.64,6.59
Sekadau,2024,7.83,6.6
Seluma,2018,8.39,7.39
Seluma,2019,8.4,7.4
Seluma,2020,8.41,7.51
Seluma,2021,8.42,7.52
Seluma,2022,8.47,7.67
Seluma,2023,8.55,7.68
Seluma,2024,8.56,7.7
Semarang,2018,8.36,7.44
Semarang,2019,8.44,7.62
Semarang,2020,8.45,7.63
Semarang,2021,8.46,7.75
Semarang,2022,8.48,7.76
Semarang,2023,8.49,7.83
Semarang,2024,8.58,7.94
Seram Bagian Barat,2018,9.05,8.66
Seram Bagian Barat,2019,9.06,8.67
Seram Bagian Barat,2020,9.07,8.68
Seram Bagian Barat,2021,9.08,8.79
Seram Bagian Barat,2022,9.33,9.2
Seram Bagian Barat,2023,9.34,9.37
Seram Bagian Barat,2024,9.64,9.53
Seram Bagian Timur,2018,8.64,6.86
Seram Bagian Timur,2019,8.65,7.18
Seram Bagian Timur,2020,8.84,7.43
Seram Bagian Timur,2021,8.86,7.7
Seram Bagian Timur,2022,9.14,7.94
Seram Bagian Timur,2023,9.18,8.13
Seram Bagian Timur,2024,9.42,8.31
Serang,2018,7.78,6.62
Serang,2019,7.84,6.83
Serang,2020,8.03,6.97
Serang,2021,8.04,6.98
Serang,2022,8.24,7.29
Serang,2023,8.25,7.41
Serang,2024,8.32,7.51
Serdang Bedagai,2018,8.86,8.2
Serdang Bedagai,2019,8.87,8.22
Serdang Bedagai,2020,8.88,8.23
Serdang Bedagai,2021,8.89,8.39
Serdang Bedagai,2022,8.91,8.51
Serdang Bedagai,2023,9.09,8.62
Serdang Bedagai,2024,9.33,8.89
Seruyan,2018,8.08,7.4
Seruyan,2019,8.28,7.51
Seruyan,2020,8.29,7.52
Seruyan,2021,8.33,7.53
Seruyan,2022,8.42,7.55
Seruyan,2023,8.43,7.56
Seruyan,2024,8.44,7.64
Siak,2018,9.82,9.44
Siak,2019,9.83,9.45
Siak,2020,9.84,9.59
Siak,2021,10.01,9.81
Siak,2022,10.02,9.82
Siak,2023,10.09,9.83
Siak,2024,10.1,9.89
Siau Tagulandang Biaro,2018,8.5,8.94
Siau Tagulandang Biaro,2019,8.7,8.95
Siau Tagulandang Biaro,2020,8.87,9.17
Siau Tagulandang Biaro,2021,8.93,9.23
Siau Tagulandang Biaro,2022,9.13,9.39
Siau Tagulandang Biaro,2023,9.22,9.4
Siau Tagulandang Biaro,2024,9.34,9.64
Sidenreng Rappang,2018,8.12,7.49
Sidenreng Rappang,2019,8.13,7.6
Sidenreng Rappang,2020,8.14,7.61
Sidenreng Rappang,2021,8.16,7.74
Sidenreng Rappang,2022,8.17,8.04
Sidenreng Rappang,2023,8.33,8.16
Sidenreng Rappang,2024,8.34,8.17
Sidoarjo,2018,10.78,9.71
Sidoarjo,2019,10.79,9.72
Sidoarjo,2020,10.8,10.03
Sidoarjo,2021,10.95,10.27
Sidoarjo,2022,10.97,10.56
Sidoarjo,2023,10.98,10.58
Sidoarjo,2024,11.11,10.79
Sigi,2018,8.68,8.01
Sigi,2019,8.73,8.17
Sigi,2020,8.87,8.24
Sigi,2021,8.95,8.48
Sigi,2022,8.96,8.79
Sigi,2023,8.98,9.08
Sigi,2024,9.04,9.09
Sijunjung,2018,8.04,7.6
Sijunjung,2019,8.38,7.93
Sijunjung,2020,8.39,7.94
Sijunjung,2021,8.4,7.95
Sijunjung,2022,8.42,8.21
Sijunjung,2023,8.66,8.55
Sijunjung,2024,8.67,8.62
Sikka,2018,7.01,6.5
Sikka,2019,7.03,6.51
Sikka,2020,7.27,6.59
Sikka,2021,7.28,6.6
Sikka,2022,7.29,6.61
Sikka,2023,7.31,6.76
Sikka,2024,7.32,6.85
Simalungun,2018,9.42,8.96
Simalungun,2019,9.51,9.23
Simalungun,2020,9.75,9.46
Simalungun,2021,9.76,9.47
Simalungun,2022,9.78,9.49
Simalungun,2023,9.92,9.53
Simalungun,2024,9.93,9.54
Simeulue,2018,9.65,8.48
Simeulue,2019,9.66,8.49
Simeulue,2020,9.89,8.78
Simeulue,2021,10.02,8.98
Simeulue,2022,10.14,9.25
Simeulue,2023,10.15,9.37
Simeulue,2024,10.22,9.46
Sinjai,2018,7.58,7.12
Sinjai,2019,7.59,7.37
Sinjai,2020,7.85,7.67
Sinjai,2021,7.96,7.68
Sinjai,2022,7.97,7.69
Sinjai,2023,7.98,7.76
Sinjai,2024,7.99,7.81
Sintang,2018,7.15,6.14
Sintang,2019,7.35,6.3
Sintang,2020,7.49,6.49
Sintang,2021,7.49,6.51
Sintang,2022,7.72,6.87
Sintang,2023,7.98,7.15
Sintang,2024,7.99,7.2
Situbondo,2018,6.92,5.43
Situbondo,2019,6.93,5.44
Situbondo,2020,7.3,5.78
Situbondo,2021,7.34,5.94
Situbondo,2022,7.35,5.98
Situbondo,2023,7.59,6.27
Situbondo,2024,7.67,6.3
Sleman,2018,11.31,10.15
Sleman,2019,11.32,10.19
Sleman,2020,11.33,10.48
Sleman,2021,11.34,10.54
Sleman,2022,11.36,10.6
Sleman,2023,11.37,10.72
Sleman,2024,11.69,11.01
Solok,2018,7.87,7.82
Solok,2019,7.88,7.83
Solok,2020,7.89,7.84
Solok,2021,7.9,7.85
Solok,2022,7.92,7.87
Solok,2023,7.93,7.9
Solok,2024,7.94,7.91
Solok Selatan,2018,8.21,8.11
Solok Selatan,2019,8.22,8.12
Solok Selatan,2020,8.33,8.27
Solok Selatan,2021,8.38,8.3
Solok Selatan,2022,8.42,8.4
Solok Selatan,2023,8.67,8.72
Solok Selatan,2024,8.77,8.93
Soppeng,2018,7.79,7.47
Soppeng,2019,7.8,7.69
Soppeng,2020,7.81,7.8
Soppeng,2021,7.9,7.81
Soppeng,2022,8.0,7.95
Soppeng,2023,8.29,8.27
Soppeng,2024,8.45,8.52
Sorong,2018,8.68,7.35
Sorong,2019,8.89,7.52
Sorong,2020,9.0,7.68
Sorong,2021,9.08,7.89
Sorong,2022,9.24,8.09
Sorong,2023,9.33,8.28
Sorong,2024,9.45,8.53
Sorong Selatan,2018,9.6,7.05
Sorong Selatan,2019,9.61,7.16
Sorong Selatan,2020,9.62,7.35
Sorong Selatan,2021,9.75,7.48
Sorong Selatan,2022,9.76,7.58
Sorong Selatan,2023,9.77,7.62
Sorong Selatan,2024,9.79,7.76
Sragen,2018,7.89,6.6
Sragen,2019,8.12,6.61
Sragen,2020,8.41,6.93
Sragen,2021,8.42,6.97
Sragen,2022,8.43,7.27
Sragen,2023,8.45,7.38
Sragen,2024,8.46,7.39
Subang,2018,7.27,6.26
Subang,2019,7.32,6.27
Subang,2020,7.57,6.53
Subang,2021,7.58,6.54
Subang,2022,7.66,6.82
Subang,2023,7.9,7.12
Subang,2024,7.91,7.14
Sukabumi,2018,7.57,6.56
Sukabumi,2019,7.71,6.8
Sukabumi,2020,7.77,6.81
Sukabumi,2021,7.8,6.84
Sukabumi,2022,7.81,6.85
Sukabumi,2023,7.82,7.08
Sukabumi,2024,7.84,7.09
Sukamara,2018,8.19,7.15
Sukamara,2019,8.47,7.22
Sukamara,2020,8.56,7.32
Sukamara,2021,8.57,7.57
Sukamara,2022,8.58,7.7
Sukamara,2023,8.6,7.88
Sukamara,2024,8.61,7.89
Sukoharjo,2018,9.48,8.41
Sukoharjo,2019,9.72,8.67
Sukoharjo,2020,9.96,8.87
Sukoharjo,2021,9.97,8.88
Sukoharjo,2022,10.09,9.17
Sukoharjo,2023,10.11,9.47
Sukoharjo,2024,10.14,9.87
Sumba Barat,2018,6.83,6.22
Sumba Barat,2019,6.84,6.23
Sumba Barat,2020,6.91,6.33
Sumba Barat,2021,7.18,6.34
Sumba Barat,2022,7.19,6.35
Sumba Barat,2023,7.26,6.54
Sumba Barat,2024,7.49,6.81
Sumba Barat Daya,2018,6.41,5.99
Sumba Barat Daya,2019,6.42,6.0
Sumba Barat Daya,2020,6.43,6.09
Sumba Barat Daya,2021,6.44,6.1
Sumba Barat Daya,2022,6.46,6.24
Sumba Barat Daya,2023,6.47,6.25
Sumba Barat Daya,2024,6.48,6.38
Sumba Tengah,2018,5.96,5.68
Sumba Tengah,2019,6.26,5.88
Sumba Tengah,2020,6.5,6.23
Sumba Tengah,2021,6.75,6.44
Sumba Tengah,2022,7.06,6.7
Sumba Tengah,2023,7.34,6.85
Sumba Tengah,2024,7.37,7.14
Sumba Timur,2018,6.82,6.67
Sumba Timur,2019,6.83,6.94
Sumba Timur,2020,7.12,7.1
Sumba Timur,2021,7.34,7.28
Sumba Timur,2022,7.35,7.32
Sumba Timur,2023,7.65,7.4
Sumba Timur,2024,7.77,7.64
Sumbawa,2018,8.29,7.31
Sumbawa,2019,8.3,7.54
Sumbawa,2020,8.42,7.55
Sumbawa,2021,8.66,7.57
Sumbawa,2022,8.67,8.03
Sumbawa,2023,8.78,8.35
Sumbawa,2024,8.89,8.36
Sumbawa Barat,2018,8.76,7.76
Sumbawa Barat,2019,9.06,8.0
Sumbawa Barat,2020,9.14,8.14
Sumbawa Barat,2021,9.21,8.15
Sumbawa Barat,2022,9.22,8.59
Sumbawa Barat,2023,9.38,8.6
Sumbawa Barat,2024,9.39,8.61
Sumedang,2018,8.47,7.89
Sumedang,2019,8.51,8.04
Sumedang,2020,8.69,8.33
Sumedang,2021,8.7,8.34
Sumedang,2022,8.94,8.45
Sumedang,2023,8.95,8.48
Sumedang,2024,8.96,8.49
Sumenep,2018,6.34,4.4
Sumenep,2019,6.6,4.63
Sumenep,2020,6.85,4.93
Sumenep,2021,6.91,5.17
Sumenep,2022,6.92,5.18
Sumenep,2023,6.93,5.19
Sumenep,2024,7.09,5.43
Supiori,2018,8.99,7.29
Supiori,2019,9.18,7.52
Supiori,2020,9.35,7.8
Supiori,2021,9.42,7.85
Supiori,2022,9.58,8.19
Supiori,2023,9.69,8.35
Supiori,2024,9.7,8.36
Tabalong,2018,9.01,8.12
Tabalong,2019,9.27,8.28
Tabalong,2020,9.56,8.62
Tabalong,2021,9.57,8.63
Tabalong,2022,9.58,8.76
Tabalong,2023,9.6,8.77
Tabalong,2024,9.61,8.82
Tabanan,2018,9.51,8.0
Tabanan,2019,9.75,8.23
Tabanan,2020,9.76,8.24
Tabanan,2021,9.95,8.53
Tabanan,2022,9.96,8.56
Tabanan,2023,10.01,8.78
Tabanan,2024,10.25,8.87
Takalar,2018,7.07,6.78
Takalar,2019,7.37,7.02
Takalar,2020,7.47,7.14
Takalar,2021,7.71,7.24
Takalar,2022,7.82,7.44
Takalar,2023,7.97,7.45
Takalar,2024,7.98,7.54
Tambrauw,2018,7.24,4.37
Tambrauw,2019,7.37,4.52
Tambrauw,2020,7.5,4.76
Tambrauw,2021,7.63,4.97
Tambrauw,2022,7.83,5.25
Tambrauw,2023,7.89,5.4
Tambrauw,2024,8.06,5.66
Tana Tidung,2018,9.04,7.81
Tana Tidung,2019,9.05,7.92
Tana Tidung,2020,9.06,7.93
Tana Tidung,2021,9.32,8.2
Tana Tidung,2022,9.42,8.5
Tana Tidung,2023,9.63,8.51
Tana Tidung,2024,9.8,8.72
Tana Toraja,2018,8.5,7.78
Tana Toraja,2019,8.51,7.94
Tana Toraja,2020,8.73,8.21
Tana Toraja,2021,8.74,8.49
Tana Toraja,2022,8.75,8.5
Tana Toraja,2023,8.83,8.51
Tana Toraja,2024,9.06,8.52
Tanah Bumbu,2018,8.3,7.12
Tanah Bumbu,2019,8.31,7.2
Tanah Bumbu,2020,8.44,7.45
Tanah Bumbu,2021,8.45,7.55
Tanah Bumbu,2022,8.73,7.85
Tanah Bumbu,2023,8.74,7.92
Tanah Bumbu,2024,8.9,8.02
Tanah Datar,2018,8.45,8.36
Tanah Datar,2019,8.46,8.44
Tanah Datar,2020,8.47,8.65
Tanah Datar,2021,8.48,8.66
Tanah Datar,2022,8.72,8.98
Tanah Datar,2023,8.78,9.22
Tanah Datar,2024,9.06,9.32
Tanah Laut,2018,7.93,6.89
Tanah Laut,2019,8.21,7.04
Tanah Laut,2020,8.33,7.33
Tanah Laut,2021,8.34,7.34
Tanah Laut,2022,8.35,7.35
Tanah Laut,2023,8.37,7.36
Tanah Laut,2024,8.38,7.47
Tangerang,2018,8.76,7.56
Tangerang,2019,8.77,7.57
Tangerang,2020,8.88,7.71
Tangerang,2021,9.04,7.95
Tangerang,2022,9.31,8.28
Tangerang,2023,9.32,8.56
Tangerang,2024,9.48,8.57
Tanggamus,2018,7.27,6.63
Tanggamus,2019,7.56,6.71
Tanggamus,2020,7.57,6.87
Tanggamus,2021,7.71,6.95
Tanggamus,2022,7.72,6.96
Tanggamus,2023,7.73,6.97
Tanggamus,2024,7.75,6.99
Tanjung Jabung Barat,2018,7.91,7.18
Tanjung Jabung Barat,2019,8.12,7.19
Tanjung Jabung Barat,2020,8.13,7.21
Tanjung Jabung Barat,2021,8.26,7.51
Tanjung Jabung Barat,2022,8.39,7.75
Tanjung Jabung Barat,2023,8.52,8.01
Tanjung Jabung Barat,2024,8.53,8.02
Tanjung Jabung Timur,2018,6.84,6.02
Tanjung Jabung Timur,2019,6.85,6.03
Tanjung Jabung Timur,2020,6.99,6.38
Tanjung Jabung Timur,2021,7.25,6.56
Tanjung Jabung Timur,2022,7.5,6.85
Tanjung Jabung Timur,2023,7.72,7.12
Tanjung Jabung Timur,2024,7.99,7.39
Tapanuli Selatan,2018,9.07,8.55
Tapanuli Selatan,2019,9.28,8.84
Tapanuli Selatan,2020,9.6,8.98
Tapanuli Selatan,2021,9.61,8.99
Tapanuli Selatan,2022,9.62,9.06
Tapanuli Selatan,2023,9.83,9.12
Tapanuli Selatan,2024,9.87,9.26
Tapanuli Tengah,2018,8.92,7.91
Tapanuli Tengah,2019,8.93,8.17
Tapanuli Tengah,2020,8.94,8.54
Tapanuli Tengah,2021,9.16,8.55
Tapanuli Tengah,2022,9.17,8.68
Tapanuli Tengah,2023,9.18,8.69
Tapanuli Tengah,2024,9.2,8.78
Tapanuli Utara,2018,9.94,9.41
Tapanuli Utara,2019,10.0,9.43
Tapanuli Utara,2020,10.17,9.56
Tapanuli Utara,2021,10.32,9.69
Tapanuli Utara,2022,10.33,9.84
Tapanuli Utara,2023,10.34,9.93
Tapanuli Utara,2024,10.57,10.14
Tapin,2018,8.27,7.17
Tapin,2019,8.51,7.37
Tapin,2020,8.52,7.38
Tapin,2021,8.53,7.39
Tapin,2022,8.57,7.58
Tapin,2023,8.59,7.68
Tapin,2024,8.69,7.76
Tasikmalaya,2018,7.41,6.86
Tasikmalaya,2019,7.5,6.86
Tasikmalaya,2020,7.63,7.04
Tasikmalaya,2021,7.64,7.33
Tasikmalaya,2022,7.93,7.58
Tasikmalaya,2023,8.1,7.83
Tasikmalaya,2024,8.11,7.84
Tebo,2018,8.19,7.23
Tebo,2019,8.2,7.24
Tebo,2020,8.21,7.25
Tebo,2021,8.22,7.26
Tebo,2022,8.24,7.53
Tebo,2023,8.25,7.83
Tebo,2024,8.35,7.87
Tegal,2018,7.3,6.09
Tegal,2019,7.44,6.31
Tegal,2020,7.6,6.32
Tegal,2021,7.61,6.48
Tegal,2022,7.71,6.79
Tegal,2023,7.82,6.88
Tegal,2024,7.83,6.9
Teluk Bintuni,2018,8.98,7.76
Teluk Bintuni,2019,9.19,7.93
Teluk Bintuni,2020,9.32,8.08
Teluk Bintuni,2021,9.47,8.21
Teluk Bintuni,2022,9.58,8.34
Teluk Bintuni,2023,9.71,8.5
Teluk Bintuni,2024,9.92,8.61
Teluk Wondama,2018,9.19,6.7
Teluk Wondama,2019,9.39,6.8
Teluk Wondama,2020,9.48,6.93
Teluk Wondama,2021,9.49,7.08
Teluk Wondama,2022,9.5,7.2
Teluk Wondama,2023,9.52,7.27
Teluk Wondama,2024,9.57,7.38
Temanggung,2018,7.2,6.72
Temanggung,2019,7.52,6.8
Temanggung,2020,7.53,7.01
Temanggung,2021,7.54,7.02
Temanggung,2022,7.56,7.28
Temanggung,2023,7.57,7.46
Temanggung,2024,7.64,7.47
Timor Tengah Selatan,2018,7.04,6.02
Timor Tengah Selatan,2019,7.05,6.33
Timor Tengah Selatan,2020,7.1,6.34
Timor Tengah Selatan,2021,7.11,6.35
Timor Tengah Selatan,2022,7.12,6.37
Timor Tengah Selatan,2023,7.14,6.64
Timor Tengah Selatan,2024,7.21,6.9
Timor Tengah Utara,2018,7.57,6.99
Timor Tengah Utara,2019,7.79,7.27
Timor Tengah Utara,2020,8.04,7.6
Timor Tengah Utara,2021,8.3,7.61
Timor Tengah Utara,2022,8.31,7.71
Timor Tengah Utara,2023,8.32,8.0
Timor Tengah Utara,2024,8.33,8.11
Toba Samosir / Toba,2018,10.59,9.96
Toba Samosir / Toba,2019,10.6,10.02
Toba Samosir / Toba,2020,10.75,10.27
Toba Samosir / Toba,2021,10.76,10.4
Toba Samosir / Toba,2022,10.77,10.45
Toba Samosir / Toba,2023,10.79,10.46
Toba Samosir / Toba,2024,10.93,10.65
Tojo Una-Una,2018,8.07,8.17
Tojo Una-Una,2019,8.38,8.37
Tojo Una-Una,2020,8.39,8.38
Tojo Una-Una,2021,8.4,8.39
Tojo Una-Una,2022,8.49,8.4
Tojo Una-Una,2023,8.52,8.5
Tojo Una-Una,2024,8.53,8.59
Toli-Toli,2018,8.08,7.68
Toli-Toli,2019,8.36,8.02
Toli-Toli,2020,8.64,8.23
Toli-Toli,2021,8.83,8.51
Toli-Toli,2022,8.83,8.51
Toli-Toli,2023,8.92,8.52
Toli-Toli,2024,9.05,8.7
Tolikara,2018,4.78,2.28
Tolikara,2019,4.79,2.29
Tolikara,2020,4.81,2.3
Tolikara,2021,4.82,2.31
Tolikara,2022,4.83,2.33
Tolikara,2023,4.85,2.34
Tolikara,2024,4.86,2.35
Toraja Utara,2018,8.41,7.51
Toraja Utara,2019,8.42,7.69
Toraja Utara,2020,8.43,7.74
Toraja Utara,2021,8.73,8.02
Toraja Utara,2022,8.74,8.23
Toraja Utara,2023,8.75,8.49
Toraja Utara,2024,8.76,8.54
Trenggalek,2018,7.61,7.06
Trenggalek,2019,7.62,7.07
Trenggalek,2020,7.74,7.38
Trenggalek,2021,7.85,7.39
Trenggalek,2022,8.19,7.59
Trenggalek,2023,8.2,7.6
Trenggalek,2024,8.21,7.62
Tuban,2018,7.15,5.94
Tuban,2019,7.4,6.27
Tuban,2020,7.41,6.56
Tuban,2021,7.61,6.81
Tuban,2022,7.82,6.94
Tuban,2023,7.88,6.95
Tuban,2024,8.01,7.11
Tulang Bawang Barat,2018,7.48,6.74
Tulang Bawang Barat,2019,7.51,6.77
Tulang Bawang Barat,2020,7.53,6.96
Tulang Bawang Barat,2021,7.54,7.16
Tulang Bawang Barat,2022,7.9,7.44
Tulang Bawang Barat,2023,8.11,7.45
Tulang Bawang Barat,2024,8.12,7.47
Tulangbawang,2018,8.17,7.18
Tulangbawang,2019,8.18,7.19
Tulangbawang,2020,8.19,7.48
Tulangbawang,2021,8.25,7.54
Tulangbawang,2022,8.26,7.55
Tulangbawang,2023,8.27,7.56
Tulangbawang,2024,8.35,7.58
Tulungagung,2018,8.28,7.85
Tulungagung,2019,8.47,7.86
Tulungagung,2020,8.51,8.16
Tulungagung,2021,8.54,8.17
Tulungagung,2022,8.86,8.4
Tulungagung,2023,8.94,8.41
Tulungagung,2024,8.95,8.45
Wajo,2018,7.13,6.39
Wajo,2019,7.14,6.4
Wajo,2020,7.15,6.47
Wajo,2021,7.3,6.72
Wajo,2022,7.43,6.83
Wajo,2023,7.47,7.13
Wajo,2024,7.54,7.14
Wakatobi,2018,8.34,7.18
Wakatobi,2019,8.35,7.19
Wakatobi,2020,8.55,7.49
Wakatobi,2021,8.69,7.71
Wakatobi,2022,9.06,7.97
Wakatobi,2023,9.07,8.13
Wakatobi,2024,9.08,8.35
Waropen,2018,9.49,8.16
Waropen,2019,9.81,8.46
Waropen,2020,9.83,8.5
Waropen,2021,9.84,8.51
Waropen,2022,9.91,8.71
Waropen,2023,9.92,8.72
Waropen,2024,9.93,8.73
Way Kanan,2018,7.75,6.72
Way Kanan,2019,7.79,6.76
Way Kanan,2020,8.06,7.08
Way Kanan,2021,8.07,7.09
Way Kanan,2022,8.08,7.1
Way Kanan,2023,8.1,7.24
Way Kanan,2024,8.11,7.3
Wonogiri,2018,7.52,6.49
Wonogiri,2019,7.61,6.71
Wonogiri,2020,7.92,6.8
Wonogiri,2021,7.93,6.81
Wonogiri,2022,7.94,7.05
Wonogiri,2023,8.12,7.32
Wonogiri,2024,8.19,7.33
Wonosobo,2018,7.0,6.5
Wonosobo,2019,7.01,6.51
Wonosobo,2020,7.02,6.61
Wonosobo,2021,7.03,6.62
Wonosobo,2022,7.13,6.63
Wonosobo,2023,7.14,6.71
Wonosobo,2024,7.15,6.72
Yahukimo,2018,5.76,2.29
Yahukimo,2019,5.77,2.3
Yahukimo,2020,5.8,2.55
Yahukimo,2021,5.81,2.79
Yahukimo,2022,5.82,3.06
Yahukimo,2023,5.84,3.2
Yahukimo,2024,5.85,3.28
Yalimo,2018,4.34,2.37
Yalimo,2019,4.47,2.54
Yalimo,2020,4.73,2.75
Yalimo,2021,4.93,2.99
Yalimo,2022,5.01,3.18
Yalimo,2023,5.13,3.34
Yalimo,2024,5.33,3.55
