Kabupaten/Kota,Kelompok IKP,Tahun,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%)
Purbalingga,6,2020,0.87,15.03,23.0,0.1,20.88,7.3,0.34,73.02,24.99
Banjarnegara,6,2020,0.86,14.76,25.41,0.09,35.11,6.87,0.58,74.01,0.0
Kebumen,6,2020,0.48,16.82,30.71,0.13,30.67,7.58,0.39,73.22,19.65
Purworejo,6,2020,0.43,11.45,23.59,0.0,36.89,7.75,0.58,74.52,0.0
Wonosobo,6,2020,0.81,16.63,29.24,0.16,14.05,6.95,0.73,71.6,38.57
Magelang,6,2020,0.92,10.67,19.38,0.0,23.57,7.71,0.76,73.56,31.01
Boyolali,6,2020,0.46,9.53,18.76,0.1,26.37,7.4,0.48,75.83,0.0
Klaten,6,2020,0.54,12.28,25.35,0.0,26.29,8.24,0.2,76.68,27.64
Sukoharjo,6,2020,0.45,7.14,23.04,0.1,17.65,9.17,0.15,77.55,0.0
Wonogiri,6,2020,0.19,10.25,28.51,0.0,22.5,7.15,1.02,76.07,0.0
Karanganyar,6,2020,0.52,9.55,24.63,0.0,16.8,8.39,0.4,77.38,0.0
Sragen,6,2020,0.2,12.79,24.84,0.0,15.32,7.06,0.35,75.62,32.4
Grobogan,6,2020,0.23,11.77,47.98,0.0,18.93,7.03,0.85,74.61,29.13
Blora,6,2020,0.22,11.32,32.01,0.1,13.46,6.63,0.91,74.23,31.57
Rembang,6,2020,0.46,14.95,28.95,0.04,15.94,7.35,0.66,74.43,0.0
Pati,6,2020,0.22,9.46,20.85,0.0,19.56,7.29,0.49,76.04,19.38
Kudus,6,2020,0.68,6.68,8.69,0.0,25.53,8.62,0.14,76.5,0.0
Jepara,6,2020,0.72,6.66,35.07,0.13,21.24,7.56,0.25,75.74,30.9
Demak,6,2020,0.3,11.86,37.46,0.0,13.84,7.73,0.46,75.31,35.76
Semarang,6,2020,0.9,7.04,14.27,0.16,12.33,8.24,0.45,75.63,0.0
Temanggung,6,2020,1.0,9.42,18.74,0.0,24.03,7.26,0.53,75.48,0.0
Kendal,6,2020,0.57,9.41,25.33,0.24,16.19,7.34,0.61,74.33,0.0
Batang,6,2020,0.71,8.35,36.68,0.0,32.42,6.86,0.53,74.59,0.0
Pekalongan,6,2020,0.77,9.71,35.5,0.14,35.33,7.21,0.57,73.57,34.74
Pemalang,6,2020,0.56,15.41,39.99,0.0,23.32,6.54,0.48,73.22,33.06
Tegal,6,2020,0.75,7.64,34.99,0.0,21.31,7.01,0.27,71.4,0.0
Brebes,6,2020,0.69,16.22,36.08,0.0,26.91,6.19,0.58,69.04,34.65
Kota Magelang,6,2020,22.53,7.46,14.63,0.0,5.54,9.8,0.01,76.75,0.0
Kota Surakarta,6,2020,50.0,8.7,12.09,0.11,10.4,10.39,0.01,77.12,0.0
Kota Salatiga,6,2020,7.32,4.76,11.73,0.0,7.43,10.13,0.05,77.22,0.0
Kota Semarang,6,2020,13.69,3.98,10.47,0.02,7.21,10.07,0.05,77.25,0.0
Kota Pekalongan,5,2020,6.38,6.6,22.57,0.0,30.16,8.85,0.03,74.28,0.0
Kota Tegal,6,2020,12.94,7.47,23.01,0.0,0.61,8.3,0.02,74.34,0.0
Kulon Progo,6,2020,0.62,17.39,27.09,0.0,30.99,8.32,0.43,75.2,27.13
Bantul,6,2020,1.39,12.92,13.5,0.42,26.78,9.63,0.19,73.77,18.32
Gunungkidul,6,2020,0.2,16.61,43.99,0.0,33.55,6.91,1.04,74.03,23.84
Sleman,6,2020,1.73,7.41,12.95,0.22,18.38,10.69,0.1,74.77,0.0
Kota Yogyakarta,6,2020,50.0,6.84,9.06,0.0,19.98,11.19,0.01,74.56,0.0
Pacitan,6,2020,0.44,13.67,37.14,0.11,31.39,7.35,1.2,71.77,0.0
Ponorogo,6,2020,0.26,9.64,24.0,0.05,27.01,7.36,0.61,72.65,0.0
Trenggalek,6,2020,0.52,10.98,28.89,0.0,40.39,7.35,0.75,73.59,26.78
Tulungagung,6,2020,0.49,6.74,23.22,0.0,33.82,7.92,0.47,73.95,0.0
Blitar,6,2020,0.49,8.94,20.38,0.08,31.35,7.53,0.89,73.39,0.0
Kediri,6,2020,0.78,10.42,32.35,0.0,38.57,8.2,0.64,72.54,24.49
Malang,6,2020,0.95,9.47,27.91,0.0,17.41,7.52,0.95,72.45,25.56
Lumajang,6,2020,0.5,9.49,41.52,0.0,42.1,6.33,0.87,69.94,0.0
Jember,6,2020,0.57,9.25,40.99,0.04,44.49,6.46,0.79,68.99,37.94
Banyuwangi,6,2020,0.57,7.52,17.91,0.46,30.08,7.12,1.81,70.54,0.0
Bondowoso,5,2020,0.43,13.33,53.37,0.0,38.04,5.8,0.79,66.55,37.22
Situbondo,6,2020,0.42,11.2,44.23,0.0,35.33,6.03,1.64,68.97,0.0
Probolinggo,5,2020,0.74,17.76,47.64,1.26,36.36,5.93,0.83,67.0,54.75
Pasuruan,6,2020,0.75,8.68,33.2,0.0,37.49,7.42,0.66,70.17,29.27
Sidoarjo,6,2020,1.77,5.32,14.23,0.0,9.97,9.58,0.12,73.98,8.96
Mojokerto,6,2020,0.47,9.75,23.63,0.0,14.44,8.54,0.31,72.43,0.0
Jombang,6,2020,0.51,9.22,31.66,0.0,25.93,8.62,0.33,72.27,0.0
Nganjuk,6,2020,0.36,11.24,42.3,0.14,23.74,7.76,0.58,71.44,26.61
Madiun,6,2020,0.27,10.54,31.25,0.05,15.48,7.92,0.75,71.22,0.0
Magetan,6,2020,0.35,9.61,25.7,0.0,9.08,7.65,0.45,72.49,0.0
Ngawi,6,2020,0.17,14.39,35.58,0.0,19.69,7.13,0.59,72.16,28.7
Bojonegoro,6,2020,0.27,12.38,34.47,0.12,14.91,7.28,0.83,71.36,0.0
Tuban,6,2020,0.25,14.58,32.46,0.0,13.11,7.03,1.11,71.26,0.0
Lamongan,6,2020,0.22,13.21,28.04,0.1,11.64,8.12,0.56,72.27,27.7
Gresik,6,2020,0.56,11.35,16.37,0.0,1.22,9.32,0.44,72.61,0.0
Bangkalan,5,2020,0.51,18.9,49.08,0.09,38.94,5.77,0.44,70.11,22.37
Sampang,5,2020,0.55,20.71,65.25,0.0,23.52,5.22,0.65,67.96,34.39
Pamekasan,5,2020,0.86,13.95,52.2,0.0,25.79,6.62,0.38,67.45,27.13
Sumenep,5,2020,0.37,19.48,54.57,1.14,36.88,5.6,0.85,71.22,30.48
Kota Kediri,6,2020,5.43,7.16,17.31,0.0,24.74,9.06,0.03,73.96,0.0
Kota Blitar,6,2020,2.43,7.13,15.0,0.0,29.98,10.29,0.03,73.6,0.0
Kota Malang,6,2020,10.73,4.07,8.68,0.0,8.48,9.96,0.03,73.15,0.0
Kota Probolinggo,6,2020,2.24,6.91,6.86,0.0,13.97,8.62,0.06,70.19,0.0
Kota Pasuruan,5,2020,3.43,6.46,34.77,0.0,13.22,9.07,0.04,71.4,0.0
Kota Mojokerto,6,2020,6.73,5.15,9.94,0.18,11.92,10.57,0.01,73.21,0.0
Kota Madiun,6,2020,3.96,4.35,9.47,0.0,5.13,10.85,0.02,72.75,0.0
Kota Surabaya,6,2020,50.0,4.51,13.27,0.0,0.12,9.6,0.03,74.13,16.87
Kota Batu,6,2020,6.76,3.81,11.38,0.0,18.04,9.41,0.18,72.54,0.0
Pandeglang,5,2020,0.48,9.42,47.52,0.0,54.95,7.05,2.27,64.49,34.01
Lebak,5,2020,0.64,8.3,57.73,1.18,62.59,6.27,1.4,67.04,32.96
Tangerang,5,2020,2.54,5.14,32.25,0.0,19.53,8.05,0.24,69.79,18.42
Serang,6,2020,0.79,4.08,43.67,0.0,26.96,7.49,0.78,64.47,39.43
Kota Tangerang,6,2020,50.0,4.43,15.52,0.0,10.48,10.65,0.03,71.57,0.0
Kota Cilegon,5,2020,7.45,3.03,24.82,0.0,11.41,9.49,0.17,66.6,0.0
Kota Serang,5,2020,1.88,5.28,37.74,0.3,16.37,8.47,0.17,67.83,0.0
Kota Tangerang Selatan,6,2020,50.0,1.68,6.84,0.0,21.75,11.32,0.05,72.41,0.0
Jembrana,6,2020,0.84,4.88,36.23,0.0,24.4,7.83,0.98,72.21,0.0
Tabanan,6,2020,0.5,4.21,14.72,0.14,12.74,8.41,0.53,73.53,0.0
Badung,6,2020,1.37,1.78,4.11,0.0,1.98,10.29,0.16,74.99,0.0
Gianyar,6,2020,0.93,3.88,2.62,0.0,5.67,8.16,0.22,73.56,6.42
Klungkung,6,2020,0.81,5.4,19.28,0.24,14.6,7.69,0.26,71.06,0.0
Bangli,5,2020,2.25,4.44,20.35,0.32,24.36,6.66,0.44,70.37,23.01
Karangasem,6,2020,1.63,6.25,19.28,0.0,16.11,5.78,0.7,70.35,0.0
Buleleng,6,2020,1.51,5.19,26.19,0.57,24.9,6.58,0.69,71.68,22.05
Kota Denpasar,6,2020,9.51,2.1,2.97,0.0,1.46,10.95,0.02,74.68,0.0
Lombok Barat,6,2020,0.78,15.17,27.92,0.0,23.15,6.89,0.84,66.64,36.3
Lombok Tengah,6,2020,0.43,13.63,27.74,0.06,24.43,6.29,0.73,65.99,45.25
Lombok Timur,5,2020,0.64,16.15,38.09,0.1,32.91,6.97,0.63,65.74,39.57
Sumbawa,6,2020,0.13,13.9,22.94,0.45,21.75,8.08,2.72,67.31,28.99
Dompu,6,2020,0.13,12.25,16.1,1.6,29.33,8.57,3.7,66.6,41.49
Bima,6,2020,0.2,14.76,21.77,0.86,29.05,8.05,4.24,66.11,33.56
Sumbawa Barat,6,2020,0.23,13.85,22.89,0.0,14.44,8.68,2.33,67.8,42.73
Lombok Utara,4,2020,0.61,29.03,47.43,0.0,44.24,5.89,1.3,66.92,41.36
Kota Mataram,6,2020,5.55,8.92,17.3,0.0,5.38,9.13,0.02,71.59,0.0
Kota Bima,5,2020,0.8,8.6,14.18,0.0,16.32,10.48,0.45,70.2,0.0
Kupang,4,2020,0.69,23.03,57.85,10.17,37.33,7.71,10.49,64.39,50.35
Timor Tengah Selatan,4,2020,0.57,27.87,66.1,36.48,49.31,6.89,4.73,66.32,58.65
Timor Tengah Utara,5,2020,0.57,22.45,70.24,14.52,27.84,7.91,3.44,66.86,50.8
Belu,5,2020,0.68,15.54,45.25,11.51,33.88,7.69,1.59,64.35,46.09
Alor,4,2020,1.06,21.59,62.2,12.48,42.92,8.27,2.55,61.29,37.77
Flores Timur,5,2020,1.45,10.9,56.9,3.73,28.84,7.77,2.4,65.1,36.28
Sikka,5,2020,0.84,13.53,51.32,9.41,30.49,7.11,2.07,67.07,34.42
Ende,5,2020,1.32,23.18,51.55,1.98,13.53,7.46,3.1,65.17,35.76
Ngada,6,2020,0.37,12.48,44.03,6.95,20.17,8.9,19.09,67.96,17.06
Manggarai,5,2020,0.62,20.55,54.69,8.39,23.3,7.45,1.42,66.77,45.46
Sumba Timur,4,2020,0.46,30.02,47.05,4.43,42.49,7.77,14.11,64.94,37.02
Sumba Barat,4,2020,0.51,28.29,66.12,24.84,45.33,7.18,1.59,66.98,48.39
Lembata,4,2020,1.0,26.3,47.61,8.58,41.88,8.0,3.39,66.97,34.6
Rote Ndao,5,2020,0.69,27.95,48.43,13.69,16.75,7.7,3.01,64.34,51.59
Manggarai Barat,5,2020,0.36,18.01,47.92,21.65,34.36,7.18,3.69,67.12,56.8
Nagekeo,5,2020,0.54,12.85,45.96,11.98,36.5,8.09,2.49,67.03,34.6
Sumba Tengah,4,2020,0.36,34.62,62.48,18.8,62.87,7.39,5.08,68.32,41.06
Sumba Barat Daya,3,2020,0.62,28.06,82.71,31.02,77.51,6.04,4.97,68.43,46.42
Manggarai Timur,4,2020,0.5,26.49,78.26,24.53,36.74,7.17,2.86,67.98,42.73
Sabu Raijua,2,2020,2.96,30.52,72.3,28.69,57.28,7.5,1.2,60.23,46.66
Malaka,5,2020,0.48,16.12,58.73,9.86,45.59,7.17,1.61,64.89,51.0
Kota Kupang,6,2020,29.66,9.22,9.71,0.07,6.62,10.96,0.2,69.37,0.0
Sambas,5,2020,0.55,8.19,27.98,0.37,89.46,6.56,5.53,68.83,39.45
Mempawah,5,2020,0.67,5.32,40.13,1.33,73.77,7.24,2.23,70.9,0.0
Sanggau,6,2020,0.65,4.57,23.05,9.43,50.67,6.63,13.32,71.35,0.0
Ketapang,5,2020,0.76,10.54,24.59,8.91,57.3,7.25,23.76,71.01,21.79
Sintang,5,2020,1.43,9.65,23.06,3.99,44.7,7.08,20.91,71.62,26.07
Kapuas Hulu,5,2020,1.4,9.62,34.89,3.98,48.58,7.43,34.49,72.44,34.65
Bengkayang,6,2020,0.35,6.96,33.97,5.71,44.08,7.04,5.27,73.67,0.0
Landak,5,2020,0.43,11.47,40.21,16.64,68.54,6.7,10.22,72.7,0.0
Sekadau,6,2020,0.59,6.11,35.91,11.37,57.17,6.45,10.28,71.65,0.0
Melawi,4,2020,2.42,12.38,39.59,16.09,59.38,6.63,20.43,72.88,36.9
Kayong Utara,5,2020,0.49,9.98,32.17,0.7,59.21,6.23,12.77,68.11,0.0
Kubu Raya,5,2020,0.85,4.74,24.77,0.47,88.79,7.37,8.39,70.43,0.0
Kota Pontianak,5,2020,50.0,4.88,16.91,0.3,55.79,10.31,0.07,72.8,0.0
Kota Singkawang,4,2020,2.74,4.91,12.11,1.25,48.75,8.04,0.35,71.85,0.0
Kotawaringin Barat,4,2020,5.0,4.11,12.15,0.17,16.42,8.24,11.8,70.51,0.0
Kotawaringin Timur,6,2020,1.15,5.9,15.67,3.67,29.45,8.01,13.89,69.8,39.87
Kapuas,6,2020,0.32,5.09,36.4,1.26,50.92,7.91,10.16,68.69,42.37
Barito Selatan,5,2020,2.38,4.39,31.94,2.97,39.47,8.76,12.1,66.99,33.9
Barito Utara,6,2020,0.66,4.95,18.86,4.36,26.6,8.65,11.57,71.29,0.0
Katingan,6,2020,0.68,5.02,30.26,1.75,27.18,8.32,23.51,65.7,0.0
Seruyan,4,2020,3.41,7.19,18.76,0.81,22.72,7.86,22.34,69.25,0.0
Sukamara,5,2020,2.44,3.16,15.17,2.52,27.94,7.78,11.09,71.49,0.0
Lamandau,6,2020,0.69,3.01,23.4,2.94,24.48,8.36,11.63,69.34,0.0
Gunung Mas,3,2020,4.29,4.91,29.22,4.79,35.15,9.07,17.81,70.32,32.83
Pulang Pisau,6,2020,0.35,4.24,28.1,0.93,46.46,8.38,16.84,67.98,0.0
Murung Raya,4,2020,3.01,6.0,34.41,8.1,55.74,7.44,31.79,69.47,0.0
Barito Timur,5,2020,1.23,6.32,22.67,0.9,44.05,9.22,6.63,68.14,38.53
Kota Palangkaraya,6,2020,50.0,3.35,18.41,0.0,7.77,11.35,1.0,73.19,0.0
Tanah Laut,6,2020,0.3,4.51,17.66,0.27,46.18,7.68,3.13,69.31,0.0
Kotabaru,6,2020,0.74,4.49,32.93,0.75,31.54,7.5,10.42,69.1,0.0
Banjar,6,2020,0.44,2.72,26.18,1.11,43.36,7.29,2.74,66.97,0.0
Barito Kuala,6,2020,0.2,4.63,31.39,0.61,42.4,7.38,4.03,65.88,0.0
Tapin,6,2020,0.21,3.41,32.82,0.0,34.04,7.79,4.25,70.23,29.57
Hulu Sungai Selatan,6,2020,0.34,5.33,36.25,0.35,42.72,7.67,1.87,65.82,0.0
Hulu Sungai Tengah,6,2020,0.34,5.93,39.97,0.52,37.61,8.38,1.65,65.82,0.0
Hulu Sungai Utara,6,2020,0.45,6.5,17.95,0.0,26.06,7.63,1.05,63.58,36.61
Tabalong,6,2020,0.73,6.01,32.17,0.06,26.7,8.75,4.15,70.33,44.51
Tanah Bumbu,6,2020,0.61,4.85,13.72,0.0,10.85,7.79,3.74,70.08,24.68
Balangan,6,2020,0.32,5.55,32.57,2.55,24.9,7.33,2.65,67.59,0.0
Kota Banjarmasin,6,2020,6.67,4.2,19.02,0.0,0.0,9.64,0.03,70.98,0.0
Kota Banjarbaru,5,2020,7.3,4.3,11.51,0.0,25.15,10.67,0.37,71.87,0.0
Paser,6,2020,1.0,8.95,16.47,1.5,16.1,8.62,10.26,72.52,0.0
Kutai Kartanegara,6,2020,0.96,7.2,8.95,0.58,9.55,9.17,13.21,72.21,36.51
Berau,6,2020,0.93,5.04,11.14,0.21,6.55,9.32,19.77,71.94,0.0
Kutai Barat,3,2020,5.0,9.09,23.41,3.76,24.67,8.31,18.1,72.79,35.66
Kutai Timur,5,2020,2.57,9.48,13.32,0.32,7.91,9.09,25.02,73.03,39.35
Penajam Paser Utara,6,2020,0.65,7.18,14.7,0.0,8.27,8.21,5.47,71.3,26.98
Mahakam Ulu,4,2020,2.93,11.25,31.44,3.31,23.82,8.26,71.9,71.9,0.0
Kota Balikpapan,6,2020,28.96,2.42,3.66,0.0,1.22,10.46,0.2,74.41,0.0
Kota Samarinda,6,2020,17.23,4.59,6.36,0.38,0.15,10.16,0.44,74.17,0.0
Kota Bontang,6,2020,50.0,4.22,7.85,0.0,0.29,10.57,0.19,74.18,0.0
Bulungan,6,2020,1.59,8.78,12.85,0.27,25.85,9.05,17.37,72.6,29.23
Malinau,5,2020,2.18,6.96,13.24,0.15,29.17,8.05,61.41,71.42,31.01
Nunukan,6,2020,1.44,6.11,27.63,0.72,24.97,8.01,15.6,71.3,27.71
Tana Tidung,3,2020,5.0,4.72,13.94,0.34,43.38,8.48,21.89,71.38,0.0
Kota Tarakan,6,2020,19.34,6.0,7.18,0.0,5.86,10.0,0.32,73.92,0.0
Bolaang Mongondow,6,2020,0.13,7.47,22.18,0.0,29.46,8.2,5.65,69.22,16.71
Minahasa,6,2020,0.54,7.18,26.21,0.0,17.92,9.61,1.35,70.98,0.0
Kepulauan Sangihe,3,2020,5.0,11.15,41.23,2.87,24.47,8.55,0.63,69.96,0.0
Kepulauan Talaud,6,2020,0.8,9.86,31.14,0.0,30.69,9.62,2.96,70.04,0.0
Minahasa Selatan,6,2020,0.47,9.26,37.47,0.14,19.36,9.16,2.03,69.8,0.0
Minahasa Utara,6,2020,0.55,6.93,32.8,0.78,16.88,10.1,1.37,71.31,16.16
Minahasa Tenggara,6,2020,0.36,12.78,32.49,0.33,27.97,9.15,2.92,70.07,0.0
Bolaang Mongondow Utara,6,2020,0.25,8.45,46.76,0.79,35.62,8.86,3.73,67.54,13.68
Kep. Siau Tagulandang Biaro,3,2020,5.0,9.56,22.36,1.18,37.25,9.13,0.63,70.54,0.0
Bolaang Mongondow Timur,6,2020,0.26,6.1,20.23,0.28,32.65,7.8,3.85,67.81,0.0
Bolaang Mongondow Selatan,6,2020,0.37,13.27,27.12,0.99,31.2,8.39,4.4,64.45,6.34
Kota Manado,6,2020,12.04,5.51,14.34,0.5,4.54,11.38,0.07,71.8,0.0
Kota Bitung,5,2020,3.5,6.49,25.04,0.27,7.05,9.96,0.51,71.0,0.0
Kota Tomohon,6,2020,0.91,5.62,9.94,0.0,14.26,10.91,0.15,71.79,0.0
Kota Kotamobagu,6,2020,0.86,5.71,10.97,0.0,9.24,10.19,0.15,70.33,0.0
Banggai,6,2020,0.31,7.8,16.25,1.75,19.97,8.06,5.34,70.61,29.96
Poso,6,2020,0.33,15.65,16.06,0.49,16.81,9.39,5.59,70.85,0.0
Donggala,5,2020,0.74,18.4,41.68,4.99,51.02,7.93,4.73,66.85,0.0
Tolitoli,6,2020,0.52,13.09,25.8,3.78,24.54,8.77,3.18,65.3,0.0
Buol,6,2020,0.62,15.19,39.72,4.48,21.73,8.98,6.07,68.17,0.0
Morowali,6,2020,0.46,13.75,15.34,2.72,19.85,9.24,5.15,68.82,26.79
Banggai Kepulauan,4,2020,2.49,14.84,43.82,13.57,19.35,8.49,3.92,65.71,0.0
Parigi Moutong,5,2020,0.32,16.64,33.64,5.85,34.24,7.69,3.03,63.94,31.54
Tojo Una-Una,6,2020,0.59,17.16,41.88,5.74,10.89,8.6,6.07,65.14,0.0
Sigi,5,2020,0.49,12.91,39.33,1.22,46.69,8.8,7.61,69.57,50.53
Banggai Laut,2,2020,4.95,15.34,36.25,8.71,26.92,8.61,1.21,64.79,0.0
Morowali Utara,6,2020,0.61,15.08,29.03,5.5,24.43,8.67,16.1,69.19,0.0
Kota Palu,6,2020,37.09,6.83,6.4,0.0,5.24,11.51,0.23,70.68,0.0
Kepulauan Selayar,4,2020,3.72,12.83,24.14,1.17,9.54,8.4,1.25,68.34,32.71
Bulukumba,6,2020,0.28,7.26,21.72,0.0,25.74,8.07,0.99,67.69,0.0
Bantaeng,6,2020,0.27,9.03,24.88,0.77,4.94,6.76,0.42,70.42,0.0
Jeneponto,6,2020,0.21,14.88,23.77,0.0,10.33,7.5,1.21,66.24,41.11
Takalar,6,2020,0.37,8.7,18.82,0.19,23.94,7.77,0.77,67.01,25.54
Gowa,6,2020,0.33,7.53,17.18,0.38,19.61,8.26,2.1,70.37,36.94
Sinjai,6,2020,0.35,9.14,9.93,2.59,19.33,8.05,1.19,67.17,34.28
Bone,6,2020,0.14,10.06,14.98,1.3,25.47,7.3,1.6,66.88,33.02
Maros,6,2020,0.27,9.89,16.37,2.66,28.82,7.96,0.94,68.98,0.0
Pangkajene Dan Kepulauan,6,2020,0.5,14.06,24.72,2.62,20.18,7.99,1.56,66.49,34.51
Barru,6,2020,0.23,8.57,9.99,1.78,15.07,8.25,1.42,68.91,0.0
Soppeng,6,2020,0.12,7.25,18.24,1.5,21.76,8.18,2.05,69.43,0.0
Wajo,6,2020,0.11,6.91,22.57,1.55,27.5,6.73,3.22,67.17,0.0
Sidenreng Rappang,6,2020,0.1,4.79,22.01,0.24,22.46,8.19,2.22,69.59,0.0
Pinrang,6,2020,0.11,8.46,30.62,0.27,34.01,8.11,1.93,69.39,27.6
Enrekang,6,2020,0.31,12.33,28.54,0.89,34.84,8.77,3.48,70.83,43.71
Luwu,6,2020,0.19,12.78,21.85,1.26,29.92,8.89,3.72,70.19,0.0
Tana Toraja,6,2020,0.68,12.35,32.21,2.83,51.24,8.68,2.38,73.15,31.42
Luwu Utara,6,2020,0.2,13.6,20.18,0.34,36.29,8.26,7.4,68.31,0.0
Luwu Timur,6,2020,0.24,6.98,10.3,0.19,25.33,8.64,8.92,70.38,0.0
Toraja Utara,6,2020,0.44,12.41,31.36,1.0,43.05,8.53,1.12,73.35,34.35
Kota Makassar,6,2020,23.29,4.28,9.71,0.0,1.96,10.86,0.03,72.0,0.0
Kota Pare Pare,6,2020,3.36,5.26,10.22,0.22,8.65,10.33,0.1,71.18,0.0
Kota Palopo,6,2020,1.48,7.82,9.01,0.03,3.84,10.79,0.23,70.79,0.0
Kolaka,6,2020,0.74,11.92,15.05,1.13,21.49,9.11,4.8,70.72,36.01
Konawe,6,2020,0.25,12.34,11.38,0.86,26.98,8.95,3.93,70.02,0.0
Muna,6,2020,1.18,12.85,15.67,2.37,27.37,8.2,2.15,70.18,27.36
Buton,5,2020,1.3,13.65,19.34,1.01,31.14,7.64,2.78,67.92,38.3
Konawe Selatan,6,2020,0.47,10.81,12.45,0.58,27.35,7.72,8.36,70.52,0.0
Bombana,6,2020,0.47,10.56,19.0,2.68,8.75,8.13,3.39,68.54,0.0
Wakatobi,5,2020,1.38,14.75,14.35,0.78,34.07,7.98,0.74,70.13,23.86
Kolaka Utara,6,2020,0.67,13.19,24.5,3.11,19.6,8.67,6.0,70.15,0.0
Konawe Utara,5,2020,0.91,13.66,27.01,0.67,39.98,9.25,13.15,69.23,0.0
Buton Utara,5,2020,2.06,14.38,15.53,2.46,25.11,8.58,3.58,70.75,0.0
Kolaka Timur,6,2020,0.22,13.71,15.24,1.59,16.2,8.68,7.62,72.33,37.36
Konawe Kepulauan,4,2020,2.27,17.18,10.83,0.91,27.1,8.9,3.76,68.25,0.0
Muna Barat,6,2020,0.75,13.84,14.12,2.62,27.11,7.16,1.93,70.16,0.0
Buton Tengah,5,2020,1.91,15.77,9.4,0.21,13.25,7.55,1.34,67.5,0.0
Buton Selatan,5,2020,1.19,14.66,12.18,4.57,52.47,7.88,1.45,67.5,46.08
Kota Kendari,6,2020,11.12,4.44,7.52,0.0,5.67,11.71,0.12,73.52,0.0
Kota Bau Bau,6,2020,2.77,7.27,8.67,0.15,6.54,10.87,0.38,70.95,0.0
Gorontalo,6,2020,0.26,18.06,10.83,0.7,22.67,7.91,1.58,67.45,37.25
Boalemo,6,2020,0.06,18.87,22.3,2.88,24.34,7.17,2.6,68.83,37.15
Bone Bolango,6,2020,0.69,16.12,10.29,0.38,24.02,9.12,2.54,68.38,25.34
Pahuwato,6,2020,0.11,18.16,16.33,0.64,8.43,8.05,7.04,63.83,33.28
Gorontalo Utara,6,2020,0.16,16.95,20.3,4.83,22.65,7.65,2.86,65.79,0.0
Kota Gorontalo,6,2020,3.92,5.45,1.87,0.0,4.97,10.35,0.07,72.42,0.0
Mamuju Utara,6,2020,0.8,4.28,23.96,2.29,26.03,8.6,7.71,65.91,0.0
Mamuju,6,2020,0.37,7.06,37.56,3.39,34.6,7.98,4.54,67.23,43.68
Mamasa,5,2020,0.35,13.42,57.07,1.08,79.08,8.33,7.41,70.75,45.02
Polewali Mandar,5,2020,0.35,15.6,43.69,1.97,34.52,7.59,2.13,62.18,39.45
Majene,5,2020,0.82,13.72,46.97,0.0,16.8,9.12,2.33,61.3,43.7
Mamuju Tengah,6,2020,0.21,6.87,17.16,1.92,30.26,7.77,11.41,68.06,32.14
Maluku Tengah,5,2020,1.16,20.04,34.91,1.57,27.68,9.9,6.65,66.34,31.43
Maluku Tenggara,2,2020,5.0,22.75,13.21,4.88,24.27,9.35,1.6,64.95,35.21
Maluku Tenggara Barat,2,2020,5.0,27.25,41.51,7.15,27.78,9.76,14.58,63.34,0.0
Buru,6,2020,0.52,16.74,32.61,3.85,27.18,8.8,7.06,66.32,0.0
Seram Bagian Timur,4,2020,1.18,23.13,37.95,14.11,33.22,8.49,9.65,59.16,40.54
Seram Bagian Barat,3,2020,2.54,25.16,26.8,2.6,51.38,9.15,8.21,61.48,0.0
Kepulauan Aru,1,2020,5.0,26.73,20.52,25.02,33.17,8.86,15.77,62.73,42.12
Maluku Barat Daya,4,2020,0.89,29.43,21.51,12.7,36.4,8.46,11.51,62.16,29.16
Buru Selatan,3,2020,3.0,16.13,39.37,11.9,38.21,8.3,7.67,66.13,0.0
Kota Ambon,6,2020,50.0,4.57,5.62,0.38,14.27,11.74,0.22,70.35,0.0
Kota Tual,2,2020,20.03,22.68,6.12,3.92,17.21,10.28,0.86,65.21,0.0
Halmahera Barat,3,2020,4.61,8.59,16.56,1.03,42.66,8.8,3.47,66.13,0.0
Halmahera Tengah,4,2020,2.6,14.12,24.81,3.79,25.23,8.94,9.01,63.65,27.87
Halmahera Utara,6,2020,1.12,4.55,21.13,2.31,40.64,8.42,6.21,69.47,0.0
Halmahera Selatan,2,2020,5.0,5.03,21.34,11.26,41.17,7.9,8.99,65.75,37.79
Kepulauan Sula,2,2020,5.0,8.98,31.91,7.13,36.65,8.88,11.78,63.18,27.3
Halmahera Timur,5,2020,0.48,15.39,24.63,4.31,52.02,8.23,19.11,68.64,30.38
Pulau Morotai,6,2020,0.79,7.27,30.37,1.76,42.0,7.55,9.22,66.99,0.0
Pulau Taliabu,2,2020,5.0,7.53,30.27,19.67,58.31,7.86,9.26,61.95,0.0
Kota Ternate,6,2020,32.86,3.14,4.81,0.07,8.98,11.48,0.12,70.85,0.0
Kota Tidore Kepulauan,4,2020,1.1,6.1,9.32,0.73,39.43,9.7,1.0,69.22,0.0
Merauke,6,2020,0.19,10.35,24.2,5.01,28.12,8.51,100.0,66.93,21.19
Jayawijaya,1,2020,5.0,38.33,10.96,26.34,71.41,5.24,5.54,59.39,34.53
